Temperature (K)	Pressure (bar)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
250.51	13.200	0.44712	2.2366	172.76	175.72	0.79879	1.5349	3.0027	783.89	0.0061023	77.785	0.10866	0.0062394	liquid
250.51	13.200	0.023952	41.750	491.66	546.77	2.2800	1.4515	2.1713	248.57	2.0946	8.0331	0.017838	undefined	vapor
250.69	13.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
250.69	13.267	0.44679	2.2382	173.28	176.25	0.80085	1.5354	3.0057	782.36	0.0063842	77.620	0.10852	0.0062146	liquid
250.69	13.267	0.024078	41.532	491.76	546.85	2.2792	1.4527	2.1752	248.50	2.0921	8.0409	0.017872	undefined	vapor
250.87	13.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
250.87	13.333	0.44647	2.2398	173.79	176.78	0.80291	1.5360	3.0088	780.83	0.0066668	77.457	0.10838	0.0061899	liquid
250.87	13.333	0.024204	41.315	491.85	546.94	2.2784	1.4538	2.1791	248.42	2.0897	8.0487	0.017906	undefined	vapor
251.04	13.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
251.04	13.400	0.44615	2.2414	174.30	177.31	0.80496	1.5365	3.0119	779.31	0.0069500	77.294	0.10823	0.0061653	liquid
251.04	13.400	0.024330	41.101	491.94	547.02	2.2776	1.4549	2.1830	248.35	2.0873	8.0564	0.017940	undefined	vapor
251.22	13.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
251.22	13.467	0.44583	2.2430	174.81	177.84	0.80700	1.5370	3.0150	777.79	0.0072338	77.132	0.10809	0.0061409	liquid
251.22	13.467	0.024457	40.889	492.03	547.10	2.2769	1.4561	2.1869	248.27	2.0849	8.0642	0.017974	undefined	vapor
251.39	13.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
251.39	13.533	0.44551	2.2446	175.32	178.36	0.80903	1.5375	3.0180	776.27	0.0075182	76.971	0.10795	0.0061165	liquid
251.39	13.533	0.024583	40.679	492.12	547.18	2.2761	1.4572	2.1908	248.19	2.0826	8.0720	0.018008	undefined	vapor
251.57	13.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
251.57	13.600	0.44519	2.2462	175.83	178.89	0.81106	1.5380	3.0211	774.76	0.0078032	76.811	0.10781	0.0060922	liquid
251.57	13.600	0.024710	40.470	492.21	547.25	2.2753	1.4583	2.1947	248.12	2.0802	8.0797	0.018042	undefined	vapor
251.74	13.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
251.74	13.667	0.44488	2.2478	176.34	179.41	0.81308	1.5386	3.0242	773.26	0.0080889	76.651	0.10766	0.0060681	liquid
251.74	13.667	0.024836	40.264	492.30	547.33	2.2746	1.4594	2.1987	248.04	2.0779	8.0875	0.018076	undefined	vapor
251.92	13.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
251.92	13.733	0.44456	2.2494	176.84	179.93	0.81509	1.5391	3.0273	771.75	0.0083752	76.492	0.10752	0.0060440	liquid
251.92	13.733	0.024963	40.059	492.39	547.41	2.2738	1.4606	2.2026	247.96	2.0756	8.0952	0.018110	undefined	vapor
252.09	13.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
252.09	13.800	0.44424	2.2510	177.35	180.45	0.81710	1.5396	3.0304	770.26	0.0086621	76.334	0.10738	0.0060201	liquid
252.09	13.800	0.025090	39.857	492.48	547.48	2.2731	1.4617	2.2066	247.89	2.0733	8.1030	0.018144	undefined	vapor
252.26	13.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
252.26	13.867	0.44393	2.2526	177.85	180.97	0.81910	1.5401	3.0336	768.76	0.0089497	76.177	0.10725	0.0059962	liquid
252.26	13.867	0.025217	39.656	492.57	547.56	2.2723	1.4628	2.2105	247.81	2.0710	8.1107	0.018178	undefined	vapor
252.43	13.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
252.43	13.933	0.44361	2.2542	178.35	181.49	0.82109	1.5407	3.0367	767.28	0.0092379	76.020	0.10711	0.0059724	liquid
252.43	13.933	0.025344	39.457	492.65	547.63	2.2715	1.4639	2.2145	247.73	2.0687	8.1184	0.018212	undefined	vapor
252.60	14.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
252.60	14.000	0.44329	2.2558	178.85	182.01	0.82308	1.5412	3.0398	765.79	0.0095268	75.865	0.10697	0.0059488	liquid
252.60	14.000	0.025471	39.260	492.74	547.70	2.2708	1.4650	2.2185	247.66	2.0665	8.1262	0.018246	undefined	vapor
252.77	14.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
252.77	14.067	0.44298	2.2574	179.35	182.52	0.82506	1.5417	3.0429	764.31	0.0098164	75.710	0.10683	0.0059252	liquid
252.77	14.067	0.025599	39.064	492.82	547.78	2.2700	1.4662	2.2225	247.58	2.0642	8.1339	0.018280	undefined	vapor
252.94	14.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
252.94	14.133	0.44267	2.2590	179.84	183.04	0.82704	1.5422	3.0461	762.84	0.010107	75.555	0.10669	0.0059017	liquid
252.94	14.133	0.025726	38.871	492.91	547.85	2.2693	1.4673	2.2265	247.50	2.0620	8.1416	0.018314	undefined	vapor
253.11	14.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
253.11	14.200	0.44235	2.2606	180.34	183.55	0.82900	1.5427	3.0492	761.36	0.010397	75.402	0.10656	0.0058784	liquid
253.11	14.200	0.025854	38.679	492.99	547.92	2.2686	1.4684	2.2305	247.42	2.0598	8.1493	0.018348	undefined	vapor
253.28	14.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
253.28	14.267	0.44204	2.2622	180.83	184.06	0.83096	1.5433	3.0524	759.90	0.010689	75.249	0.10642	0.0058551	liquid
253.28	14.267	0.025982	38.489	493.08	547.99	2.2678	1.4695	2.2345	247.34	2.0576	8.1570	0.018382	undefined	vapor
253.45	14.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
253.45	14.333	0.44173	2.2638	181.33	184.57	0.83292	1.5438	3.0556	758.43	0.010981	75.097	0.10628	0.0058319	liquid
253.45	14.333	0.026110	38.300	493.16	548.05	2.2671	1.4706	2.2386	247.26	2.0554	8.1647	0.018416	undefined	vapor
253.61	14.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
253.61	14.400	0.44141	2.2654	181.82	185.08	0.83487	1.5443	3.0587	756.97	0.011274	74.945	0.10615	0.0058088	liquid
253.61	14.400	0.026238	38.113	493.24	548.12	2.2663	1.4717	2.2426	247.19	2.0533	8.1724	0.018450	undefined	vapor
253.78	14.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
253.78	14.467	0.44110	2.2670	182.31	185.59	0.83681	1.5448	3.0619	755.52	0.011568	74.795	0.10601	0.0057858	liquid
253.78	14.467	0.026366	37.928	493.32	548.19	2.2656	1.4728	2.2467	247.11	2.0511	8.1801	0.018484	undefined	vapor
253.95	14.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
253.95	14.533	0.44079	2.2686	182.80	186.09	0.83874	1.5453	3.0651	754.07	0.011862	74.645	0.10588	0.0057629	liquid
253.95	14.533	0.026494	37.744	493.40	548.26	2.2649	1.4739	2.2508	247.03	2.0490	8.1878	0.018518	undefined	vapor
254.11	14.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
254.11	14.600	0.44048	2.2702	183.28	186.60	0.84067	1.5459	3.0683	752.62	0.012157	74.495	0.10575	0.0057401	liquid
254.11	14.600	0.026623	37.562	493.48	548.32	2.2641	1.4750	2.2548	246.95	2.0469	8.1955	0.018552	undefined	vapor
254.28	14.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
254.28	14.667	0.44017	2.2718	183.77	187.10	0.84260	1.5464	3.0715	751.17	0.012453	74.346	0.10561	0.0057173	liquid
254.28	14.667	0.026751	37.381	493.56	548.39	2.2634	1.4761	2.2589	246.87	2.0448	8.2031	0.018586	undefined	vapor
254.44	14.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
254.44	14.733	0.43986	2.2734	184.26	187.61	0.84451	1.5469	3.0747	749.73	0.012749	74.198	0.10548	0.0056947	liquid
254.44	14.733	0.026880	37.202	493.64	548.45	2.2627	1.4772	2.2630	246.79	2.0427	8.2108	0.018620	undefined	vapor
254.61	14.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
254.61	14.800	0.43955	2.2750	184.74	188.11	0.84642	1.5474	3.0779	748.30	0.013046	74.051	0.10535	0.0056721	liquid
254.61	14.800	0.027009	37.025	493.72	548.51	2.2620	1.4783	2.2672	246.71	2.0406	8.2185	0.018654	undefined	vapor
254.77	14.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
254.77	14.867	0.43924	2.2766	185.22	188.61	0.84833	1.5479	3.0811	746.87	0.013344	73.904	0.10522	0.0056497	liquid
254.77	14.867	0.027138	36.849	493.79	548.57	2.2612	1.4794	2.2713	246.63	2.0385	8.2262	0.018687	undefined	vapor
254.93	14.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
254.93	14.933	0.43894	2.2782	185.71	189.11	0.85023	1.5485	3.0843	745.44	0.013643	73.758	0.10509	0.0056273	liquid
254.93	14.933	0.027267	36.674	493.87	548.64	2.2605	1.4805	2.2754	246.55	2.0365	8.2338	0.018721	undefined	vapor
255.09	15.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
255.09	15.000	0.43863	2.2798	186.19	189.61	0.85212	1.5490	3.0876	744.01	0.013942	73.613	0.10495	0.0056050	liquid
255.09	15.000	0.027396	36.501	493.94	548.70	2.2598	1.4816	2.2796	246.47	2.0345	8.2415	0.018755	undefined	vapor
255.26	15.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
255.26	15.067	0.43832	2.2814	186.67	190.10	0.85401	1.5495	3.0908	742.59	0.014242	73.468	0.10482	0.0055828	liquid
255.26	15.067	0.027526	36.330	494.02	548.76	2.2591	1.4827	2.2837	246.39	2.0324	8.2491	0.018789	undefined	vapor
255.42	15.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
255.42	15.133	0.43802	2.2830	187.14	190.60	0.85589	1.5500	3.0941	741.17	0.014543	73.324	0.10469	0.0055607	liquid
255.42	15.133	0.027655	36.160	494.09	548.82	2.2584	1.4838	2.2879	246.30	2.0304	8.2568	0.018823	undefined	vapor
255.58	15.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
255.58	15.200	0.43771	2.2846	187.62	191.09	0.85777	1.5506	3.0973	739.76	0.014844	73.180	0.10456	0.0055386	liquid
255.58	15.200	0.027785	35.991	494.17	548.87	2.2577	1.4849	2.2921	246.22	2.0284	8.2645	0.018857	undefined	vapor
255.74	15.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
255.74	15.267	0.43740	2.2862	188.10	191.59	0.85964	1.5511	3.1006	738.35	0.015147	73.037	0.10444	0.0055167	liquid
255.74	15.267	0.027915	35.823	494.24	548.93	2.2569	1.4860	2.2963	246.14	2.0264	8.2721	0.018891	undefined	vapor
255.90	15.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
255.90	15.333	0.43710	2.2878	188.57	192.08	0.86151	1.5516	3.1039	736.94	0.015450	72.895	0.10431	0.0054948	liquid
255.90	15.333	0.028045	35.657	494.31	548.99	2.2562	1.4871	2.3005	246.06	2.0245	8.2798	0.018925	undefined	vapor
256.06	15.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
256.06	15.400	0.43679	2.2894	189.04	192.57	0.86337	1.5521	3.1071	735.54	0.015754	72.753	0.10418	0.0054730	liquid
256.06	15.400	0.028175	35.493	494.39	549.04	2.2555	1.4882	2.3047	245.98	2.0225	8.2874	0.018959	undefined	vapor
256.22	15.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
256.22	15.467	0.43649	2.2910	189.52	193.06	0.86522	1.5526	3.1104	734.14	0.016058	72.612	0.10405	0.0054513	liquid
256.22	15.467	0.028305	35.329	494.46	549.10	2.2548	1.4893	2.3090	245.90	2.0205	8.2951	0.018993	undefined	vapor
256.37	15.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
256.37	15.533	0.43619	2.2926	189.99	193.55	0.86707	1.5532	3.1137	732.74	0.016363	72.472	0.10392	0.0054297	liquid
256.37	15.533	0.028435	35.167	494.53	549.15	2.2541	1.4904	2.3132	245.82	2.0186	8.3027	0.019027	undefined	vapor
256.53	15.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
256.53	15.600	0.43588	2.2942	190.46	194.04	0.86891	1.5537	3.1170	731.35	0.016670	72.332	0.10380	0.0054082	liquid
256.53	15.600	0.028566	35.007	494.60	549.21	2.2534	1.4915	2.3175	245.73	2.0167	8.3103	0.019061	undefined	vapor
256.69	15.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
256.69	15.667	0.43558	2.2958	190.93	194.52	0.87075	1.5542	3.1203	729.96	0.016976	72.193	0.10367	0.0053867	liquid
256.69	15.667	0.028697	34.847	494.67	549.26	2.2527	1.4926	2.3217	245.65	2.0148	8.3180	0.019095	undefined	vapor
256.85	15.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
256.85	15.733	0.43528	2.2974	191.40	195.01	0.87258	1.5547	3.1237	728.58	0.017284	72.054	0.10355	0.0053653	liquid
256.85	15.733	0.028827	34.689	494.74	549.31	2.2520	1.4936	2.3260	245.57	2.0129	8.3256	0.019129	undefined	vapor
257.00	15.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.00	15.800	0.43497	2.2990	191.86	195.50	0.87441	1.5552	3.1270	727.20	0.017593	71.916	0.10342	0.0053440	liquid
257.00	15.800	0.028958	34.532	494.80	549.37	2.2513	1.4947	2.3303	245.48	2.0110	8.3333	0.019163	undefined	vapor
257.16	15.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.16	15.867	0.43467	2.3006	192.33	195.98	0.87623	1.5558	3.1303	725.82	0.017902	71.778	0.10329	0.0053228	liquid
257.16	15.867	0.029089	34.377	494.87	549.42	2.2506	1.4958	2.3346	245.40	2.0091	8.3409	0.019197	undefined	vapor
257.31	15.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.31	15.933	0.43437	2.3022	192.79	196.46	0.87805	1.5563	3.1337	724.44	0.018212	71.641	0.10317	0.0053017	liquid
257.31	15.933	0.029221	34.222	494.94	549.47	2.2499	1.4969	2.3390	245.32	2.0072	8.3485	0.019231	undefined	vapor
257.47	16.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.47	16.000	0.43407	2.3038	193.26	196.94	0.87986	1.5568	3.1370	723.07	0.018523	71.504	0.10305	0.0052806	liquid
257.47	16.000	0.029352	34.069	495.01	549.52	2.2492	1.4980	2.3433	245.24	2.0054	8.3562	0.019265	undefined	vapor
257.62	16.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.62	16.067	0.43377	2.3054	193.72	197.42	0.88167	1.5573	3.1404	721.70	0.018834	71.369	0.10292	0.0052596	liquid
257.62	16.067	0.029484	33.917	495.07	549.56	2.2485	1.4991	2.3477	245.15	2.0035	8.3638	0.019299	undefined	vapor
257.78	16.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.78	16.133	0.43347	2.3070	194.18	197.90	0.88347	1.5579	3.1437	720.33	0.019147	71.233	0.10280	0.0052387	liquid
257.78	16.133	0.029615	33.766	495.14	549.61	2.2479	1.5002	2.3520	245.07	2.0017	8.3715	0.019333	undefined	vapor
257.93	16.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
257.93	16.200	0.43317	2.3086	194.64	198.38	0.88527	1.5584	3.1471	718.97	0.019460	71.098	0.10268	0.0052179	liquid
257.93	16.200	0.029747	33.617	495.20	549.66	2.2472	1.5012	2.3564	244.98	1.9998	8.3791	0.019367	undefined	vapor
258.08	16.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
258.08	16.267	0.43287	2.3102	195.10	198.86	0.88706	1.5589	3.1505	717.61	0.019774	70.964	0.10255	0.0051971	liquid
258.08	16.267	0.029879	33.468	495.27	549.71	2.2465	1.5023	2.3608	244.90	1.9980	8.3867	0.019401	undefined	vapor
258.24	16.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
258.24	16.333	0.43257	2.3118	195.56	199.34	0.88885	1.5594	3.1539	716.26	0.020089	70.830	0.10243	0.0051764	liquid
258.24	16.333	0.030011	33.321	495.33	549.75	2.2458	1.5034	2.3652	244.82	1.9962	8.3944	0.019435	undefined	vapor
258.39	16.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
258.39	16.400	0.43227	2.3134	196.02	199.81	0.89063	1.5599	3.1573	714.90	0.020405	70.697	0.10231	0.0051558	liquid
258.39	16.400	0.030143	33.175	495.39	549.80	2.2451	1.5045	2.3696	244.73	1.9944	8.4020	0.019470	undefined	vapor
258.54	16.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
258.54	16.467	0.43197	2.3150	196.48	200.29	0.89241	1.5605	3.1607	713.55	0.020722	70.564	0.10219	0.0051353	liquid
258.54	16.467	0.030276	33.030	495.45	549.84	2.2444	1.5055	2.3740	244.65	1.9927	8.4096	0.019504	undefined	vapor
258.69	16.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
258.69	16.533	0.43168	2.3166	196.93	200.76	0.89418	1.5610	3.1642	712.21	0.021039	70.432	0.10207	0.0051148	liquid
258.69	16.533	0.030408	32.886	495.52	549.89	2.2438	1.5066	2.3785	244.56	1.9909	8.4173	0.019538	undefined	vapor
258.84	16.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
258.84	16.600	0.43138	2.3182	197.39	201.24	0.89595	1.5615	3.1676	710.86	0.021358	70.300	0.10194	0.0050944	liquid
258.84	16.600	0.030541	32.743	495.58	549.93	2.2431	1.5077	2.3830	244.48	1.9891	8.4249	0.019572	undefined	vapor
258.99	16.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
